Title,URL,Description,Structures Involved,Related Conditions
Seated Levator Scapulae Stretch,https://www.rehabhero.ca/exercise/seated-levator-scapulae-stretch,"SEATED LEVATOR SCAPULAE STRETCH
The seated levator scapulae stretch is a self assisted stretch for the neck. Start by placing one hand onto the back of your head with a slight bias towards the opposite side of your head. Use the other arm to grab the bottom of your seat to anchor the shoulder downwards. Gently pull your head towards the same side’s armpit without rotating through the shoulders or back.
Muscles Involved:
Levator Scapulae
Related Conditions:
Postural Strain
Cervicogenic Headache
Neck Associated Disorder
Whiplash Associated Disorder
Text Neck
Upper cross syndrome
Dowager’s hump
Levator scapulae strain
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"Postural Strain
Cervicogenic Headache
Neck Associated Disorder
Whiplash Associated Disorder
Text Neck
Upper cross syndrome
Dowager’s hump
Levator scapulae strain
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Thoracic Rotations,https://www.rehabhero.ca/exercise/thoracic-rotations-1,"THORACIC ROTATIONS (HAND BEHIND BACK)
This is an upper back mobility exercise. Start by going on your knees and hands on a padded surface. Then place one hand behind your low back. Rotate upwards in the direction of the raised hand and hold for 5 seconds before slowly returning to start position.
Structures Involved:
Thoracic Spine
Serratus Posterior Superior
Rhomboids
Trapezius
Multifidus
Related Conditions
Rib Joint Pain
Thoracolumbar Syndrome
Cervicothoracic Joint Dysfunction
Shoulder Impingement
Text Neck
Neck Associated Disorder
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional","Thoracic Spine
Serratus Posterior Superior
Rhomboids
Trapezius
Multifidus","Rib Joint Pain
Thoracolumbar Syndrome
Cervicothoracic Joint Dysfunction
Shoulder Impingement
Text Neck
Neck Associated Disorder
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Terminal Knee Extension,https://www.rehabhero.ca/exercise/terminal-knee-extension,"TERMINAL KNEE EXTENSION
This is a knee strengthening exercise that focus on contracting the quadriceps in end range extension. Sit with your target leg straight out in front of you and placed a rolled up towel, bolster, or cushion just under the knee. Extend the knee so that the knee drives downwards into the cushion and hold the contraction for 2-5 seconds. Slowly release the contraction and repeat as required.
Muscles Involved:
Quadriceps (Vastus Medialis Oblique / VMO)
Related Conditions:
Knee Osteoarthritis
Post Surgical Knee Rehab
Knee Fat Pad Impingement
Patellofemoral Pain Syndrome
Chondromalacia Patella
Runner’s Knee / Jumper’s Knee
Meniscus Tear
ACL Tear / Sprain
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"Knee Osteoarthritis
Post Surgical Knee Rehab
Knee Fat Pad Impingement
Patellofemoral Pain Syndrome
Chondromalacia Patella
Runner’s Knee / Jumper’s Knee
Meniscus Tear
ACL Tear / Sprain
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Posterior Glide Rotations,https://www.rehabhero.ca/exercise/posterior-glide-rotations,"POSTERIOR GLIDE ROTATIONS
The posterior glide rotations exercise utilizes a light monster band to assist in shoulder centration. Start by looping one end of the band around the front of the shoulder making sure that the band is contacting the humeral aspect of the shoulder joint. Anchor the other end of the band to a stable object behind you. Take a step forward to add tension into the band and raise your arm to 90 degrees shoulder abduction. Begin to rotate the shoulder into end range external rotation and internal rotation while remaining in an abducted position. Complete 15-20 pain free repetitions per set.
Structures invovled:
glenohumeral joint
glenohumeral joint capsule
rotator cuff
supraspinatus
teres minor
infraspinatus
subscapularis
Related conditions:
dynamic shoulder instability
shoulder impingement
rotator cuff tendinitis
frozen shoulder
adhesive capsulitis
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"dynamic shoulder instability
shoulder impingement
rotator cuff tendinitis
frozen shoulder
adhesive capsulitis
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Isometric Shoulder Internal Rotation,https://www.rehabhero.ca/exercise/isometric-shoulder-internal-rotation,"SHOULDER ISOMETRIC INTERNAL ROTATION
This is an isometric contraction for the shoulder internal rotators completed at 0 degrees abduction. Stand in a doorway and place your hand against the wall. Keep the hand in line with the elbow and shoulder. Press inwards with your hand with maximum tolerable effort and hold for 5-7 seconds. Slowly release the muscle contraction and relax for 5-7 seconds before repeating.
Muscles Involved:
Rotator Cuff
Subscapularis
Related Conditions:
Rotator Cuff Tear
Rotator Cuff Tendinitis / Tendinosis
Shoulder Impingement
Dynamic Shoulder Instability
Acromioclavicular Joint Sprain / AC Joint Sprain
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"Rotator Cuff Tear
Rotator Cuff Tendinitis / Tendinosis
Shoulder Impingement
Dynamic Shoulder Instability
Acromioclavicular Joint Sprain / AC Joint Sprain
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Backward Lean Split Squat,https://www.rehabhero.ca/exercise/backward-lean-split-squat,"BACKWARD LEAN SPLIT SQUAT
The backward lean split squat is an exercise modification of the conventional split squat (also known as stationary lunges). Stand in a split stance with the front foot firmly planted on the floor. Hinge backwards at the hips to lean your weight onto your back leg. Bend the front knee to lower the body and complete a split squat by extending it to raise the body back up to a split stance position. This exercise targets the back leg.
Structures Involved:
Quadriceps
vastus lateralis
vastus medius
vastus intermedius
rectus femoris
Patellar tendon
Quadriceps tendon
Related Conditions:
Strength and Conditioning / Strength Training
Patellar Tendinitis / Quadriceps Tendinitis
Runner’s knee / jumper’s knee
Quadriceps Strain
Patellofemoral Pain Syndrome
ITB Syndrome
Knee Meniscus Tear
ACL / PCL / MCL / LCL Tear
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional","Quadriceps
vastus lateralis
vastus medius
vastus intermedius
rectus femoris
Patellar tendon
Quadriceps tendon","Strength and Conditioning / Strength Training
Patellar Tendinitis / Quadriceps Tendinitis
Runner’s knee / jumper’s knee
Quadriceps Strain
Patellofemoral Pain Syndrome
ITB Syndrome
Knee Meniscus Tear
ACL / PCL / MCL / LCL Tear
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Straight Bar Radial Deviation,https://www.rehabhero.ca/exercise/straight-bar-radial-deviation,"STRAIGHT BAR RADIAL DEVIATION
The straight bar radial deviation is a wrist strengthening exercise that challenges the muscles of the forearm using a straight bar attachment. This exercise gets easier the closer your grip is to the center of the bar. Hold one end of the bar while keeping your elbow extended and arm in a fixed position. Hold the bar so that it sticks out straight in front of you. Bend the wrist so that the thumb gets closer to your forearm (this is known as radial deviation). Slowly return to a rested position by bending the wrist so that the bar points towards the floor.
Muscles Involved:
Flexor Carpi Radialis
Extensor Carpi Radialis Longus
Related Conditions:
Wrist Impingement
Wrist Instability
Tennis Elbow
De Quervain’s Tenosynovitis
TFCC Tear
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"Wrist Impingement
Wrist Instability
Tennis Elbow
De Quervain’s Tenosynovitis
TFCC Tear
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
90 Degrees Internal Rotation,https://www.rehabhero.ca/exercise/90-degrees-internal-rotation,"90 DEGREES INTERNAL ROTATION
This is a shoulder strengthening exercise that targets the internal rotators in an concentric contraction. Anchor a band behind you at roughly head height. Keep the elbow abducted to shoulder height start with your forearm vertical with the floor. Grip onto the free end of the band and take a step forwards to add tension to the band. Pull the band by internally rotating the shoulder until it is parallel to the floor. Slowly return to starting position to complete a repetition.
Muscles Involved:
Rotator Cuff
Subscapularis
Related Conditions:
Rotator Cuff Tear / Rotator Cuff Tendinitis
Dynamic Shoulder Instability
Shoulder Impingement
Glenohumeral Joint Labral Tear
Shoulder Dislocation / Shoulder Subluxation
Posterior Capsule Impingement
Exercise Equipment:
Click to buy
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"Rotator Cuff Tear / Rotator Cuff Tendinitis
Dynamic Shoulder Instability
Shoulder Impingement
Glenohumeral Joint Labral Tear
Shoulder Dislocation / Shoulder Subluxation
Posterior Capsule Impingement
Exercise Equipment:
Click to buy
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Pillow Reclining Hero Pose,https://www.rehabhero.ca/exercise/pillow-reclining-hero-pose,"PILLOW RECLINING HERO POSE
The pillow reclining hero pose is a yoga inspired exercise that stretches the knee extensors. It is an exercise regression of the RECLINING HERO POSE. It is recommended to perform this exercise on a padded and stable surface. Start in a kneeling position and sit on the floor so that your bum is between your feet. Place a thick cushion or pillow directly behind you. Begin to recline back with your upper body until your upper back is fully supported by the pillow. Keep your arms straight overhead. Hold this stretch for up to 30 seconds to complete a repetition.
Muscles involved:
Superficial front line
rectus abominis
iliopsoas
psoas major
iliacus
Quadriceps
rectus femoris
vastus lateralis
vastus intermedius
vastus medialis
vastus medialis oblique
Related conditions:
quadriceps contracture
superficial front line hypomobility
rectus abdominus contracture
quadriceps myofascial pain syndrome
hip flexor tendinopathy
quadriceps tendinopathy
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"quadriceps contracture
superficial front line hypomobility
rectus abdominus contracture
quadriceps myofascial pain syndrome
hip flexor tendinopathy
quadriceps tendinopathy
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Half Dumbbell Supination,https://www.rehabhero.ca/exercise/dumbbell-supination,"HALF DUMBBELL SUPINATION
This is a strengthening exercise for the supinators of the wrist. Hold one end of a dumbbell and start with the palm facing upwards. Support the forearm with a bench, table or with your thigh. Rotate the wrist inwards (pronation) until the weight is parallel with the ground. Supinate the wrist to raise the weight back up to starting position.
Muscles Involved:
Supinator
Related Conditions:
Dynamic Wrist Instability
Tennis Elbow
Golfer’s Elbow
TFCC Tear
Wrist Impingement
Posterior Interosseous Nerve Entrapment
Exercise Equipment:
Click to Buy - Dumbbell
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"Dynamic Wrist Instability
Tennis Elbow
Golfer’s Elbow
TFCC Tear
Wrist Impingement
Posterior Interosseous Nerve Entrapment
Exercise Equipment:
Click to Buy - Dumbbell
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Banded Lateral Opener,https://www.rehabhero.ca/exercise/banded-lateral-opener,"BANDED LATERAL OPENER
The banded lateral opener exercise is used to stretch the muscles of the lateral fascial line. Start by anchoring a band to a stable object like a band anchor or squat rack at above head height. Loop the free end around your wrist. Hinge back with the body to initiate a light stretch in your posterior chain. Then take a step back with the leg that is on the same side as the hand holding the band. Begin to rotate by threading your free arm across your body and reaching towards the opposite side. Hold this stretch for up to 30 seconds.
Muscles involved:
latissimus dorsi
QL / quadratus lumborum
intercostals
internal oblique
external oblique
gluteus maximus
Related conditions:
latissimus dorsi contracture / QL contracture
hip hiking
sacroiliac joint syndrome
mechanical low back pain
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"latissimus dorsi contracture / QL contracture
hip hiking
sacroiliac joint syndrome
mechanical low back pain
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Isometric Lat Pulldown,https://www.rehabhero.ca/exercise/isometric-lat-pulldown,"ISOMETRIC LAT PULLDOWN
This is a latissimus dorsi activation drill that uses an isometric contraction to warm up the muscle. Start by sitting next to an exercise bench and place your elbow on it with your fist pointing towards the ceiling. Put downward pressure on the bench using your elbow to get the latissimus dorsi to contract in shoulder adduction. Hold this contraction for 5-7 seconds and relax to compete a repetition. Repeat as required.
Muscles Involved:
Latissimus Dorsi
Related Conditions:
Dynamic Shoulder Instability
Shoulder Impingement
Pull Up Warm Up
Rotator Cuff Tendinopathy
Posterior Capsule Impingement
Exercise Equipment:
Click to buy
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"Dynamic Shoulder Instability
Shoulder Impingement
Pull Up Warm Up
Rotator Cuff Tendinopathy
Posterior Capsule Impingement
Exercise Equipment:
Click to buy
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Slant Board Inversion Dorsiflexion,https://www.rehabhero.ca/exercise/slant-board-inversion-dorsiflexion,"SLANT BOARD INVERSION DORSIFLEXION
The slant board inversion dorsiflexion exercise is used to combine ankle inversion with dorsiflexion for improved range of motion. Start by placing your foot on a slant board so that the outer edge of your foot is on the floor and the inner edge is relatively elevated on the slant board. Lean forwards leading with your knee until you can go past your toes and hold this position for up to 2 minutes. You may scour your ankle side to side to find a restricted but pain free range of motion and push into this direction.
Structures involved:
Talocrural joint
Subtalar joint
Related conditions:
chronic ankle sprains
inversion ankle sprain
anterior ankle impingement
ankle dorsiflexion hypomobility
plantar fasciitis
achilles tendinitis / achilles tendonitis
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional","Talocrural joint
Subtalar joint","chronic ankle sprains
inversion ankle sprain
anterior ankle impingement
ankle dorsiflexion hypomobility
plantar fasciitis
achilles tendinitis / achilles tendonitis
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Table Shoulder External Rotation Lift Off,https://www.rehabhero.ca/exercise/table-shoulder-external-rotation-lift-off,"TABLE SHOULDER EXTERNAL ROTATION LIFT OFF
The table shoulder external rotation lift off is used to target the external rotators of the shoulder. Start by placing your elbow on a table and sit parallel to it. Bend your elbow to 90 degrees and place the palm of your hand on the table. Begin by leaning forwards with your torso. Go as far as you can tolerate pain free. While keeping your elbow pinned to the table, rotate the shoulder to lift your hand and wrist off the table. Hold this for up to 10 seconds.
Muscles involved:
rotator cuff
teres minor
infraspinatus
Related conditions:
rotator cuff tendonitis / tendonopathy
frozen shoulder
adhesive capsulitis
shoulder impingement
rotator cuff strain
glenohumeral labral tear
dynamic shoulder instability
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"rotator cuff tendonitis / tendonopathy
frozen shoulder
adhesive capsulitis
shoulder impingement
rotator cuff strain
glenohumeral labral tear
dynamic shoulder instability
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
TYI,https://www.rehabhero.ca/exercise/tyi,"TYI
This is an end range strengthening exercise for the trapezius. Start by lying down on a padded surface face down. Abduct the shoulders to 90 degrees (T position) and rotate the hands so that the thumbs face upwards. Proceed to raise the hands off of the ground while maintaining contact with the floor using your chest. Do 3-5 repetitions then abduct the shoulders by another 45 degrees (Y position). Once again raise the hands off of the ground and complete 3-5 repetitions. Abduct once again by 45 degrees so that your arms are now stretched out directly in front of you (I position). Raise the hands again for 3-5 repetitions to complete a set.
Muscles involved:
Trapezius
Posterior Deltoids
Rotator Cuff
Rhomboids
Levator scapulae
Related Conditions:
Scapular Winging / Scapular dyskinesis
Shoulder impingement
Rotator cuff tendinitis
Rotator cuff tear / strain
Upper cross syndrome
Upper trapezius myalgia
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"Scapular Winging / Scapular dyskinesis
Shoulder impingement
Rotator cuff tendinitis
Rotator cuff tear / strain
Upper cross syndrome
Upper trapezius myalgia
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Balance Pad Front Lunge,https://www.rehabhero.ca/exercise/balance-pad-front-lunge,"BALANCE PAD FRONT LUNGE
This is a balance or proprioception exercise for the foot and ankle. It is a modification of the front lunge exercise that uses a balance pad to provide an unstable surface. Start by standing behind a balance pad. Complete a front lunge by stepping forwards with one foot onto a balance pad. Dip the body down by bending both knees to 90 degrees and step backwards off of the pad to the initial position.
Structures Involved:
Quadriceps
Intrinsic Foot Muscles
Medial Longitudinal Arch
Related Conditions:
Knee Meniscus Tear
ACL / PCL / MCL / LCL Tear
Ankle Sprain (ATFL, TFL, CFL, PTFL sprain)
Achilles Tendinitis / Tendinopathy
Tibialis Posterior Tendinitis / Tendinopathy
Exercise Equipment:
Click to buy - Balance Pad
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional","Quadriceps
Intrinsic Foot Muscles
Medial Longitudinal Arch","Knee Meniscus Tear
ACL / PCL / MCL / LCL Tear
Ankle Sprain (ATFL, TFL, CFL, PTFL sprain)
Achilles Tendinitis / Tendinopathy
Tibialis Posterior Tendinitis / Tendinopathy
Exercise Equipment:
Click to buy - Balance Pad
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
